order_item_id,order_id,customer_id,product_id,category_id,date_key,order_status,quantity,unit_price,line_amount,payment_method
156,1075,1129,78,6,20260113,cho_xac_nhan,2,950000.0,1900000.0,banking
157,1076,1082,66,5,20260114,da_giao,4,190000.0,760000.0,banking
158,1077,1147,26,2,20260114,dang_giao,1,850000.0,850000.0,banking
162,1078,1135,13,1,20260114,da_giao,2,420000.0,840000.0,momo
166,1079,1137,40,3,20260114,da_giao,1,2500000.0,2500000.0,cod
170,1080,1133,46,4,20260114,da_giao,3,680000.0,2040000.0,cod
171,1081,1147,37,3,20260114,cho_xac_nhan,4,3100000.0,12400000.0,banking
175,1082,1138,17,1,20260114,da_giao,3,680000.0,2040000.0,cod
180,1083,1129,75,6,20260115,da_giao,1,280000.0,280000.0,momo
182,1084,1149,10,1,20260115,cho_xac_nhan,1,1450000.0,1450000.0,cod
187,1085,1140,67,6,20260115,da_giao,3,420000.0,1260000.0,cod
191,1086,1140,41,3,20260115,da_giao,3,3400000.0,10200000.0,cod
192,1087,1133,43,4,20260115,da_huy,3,290000.0,870000.0,cod
193,1088,1148,10,1,20260115,da_giao,1,1450000.0,1450000.0,banking
195,1089,1128,14,1,20260116,da_giao,3,180000.0,540000.0,cod
197,1090,1129,35,3,20260116,da_giao,2,2800000.0,5600000.0,cod
198,1091,1147,4,1,20260116,cho_xac_nhan,3,385000.0,1155000.0,cod
200,1092,1035,31,3,20260116,cho_xac_nhan,2,4200000.0,8400000.0,banking
201,1093,1135,58,5,20260116,da_huy,3,320000.0,960000.0,cod
206,1094,1135,12,1,20260116,dang_chuan_bi,3,340000.0,1020000.0,banking
208,1095,1132,8,1,20260116,cho_xac_nhan,3,750000.0,2250000.0,cod
211,1096,1130,1,1,20260116,da_giao,2,1250000.0,2500000.0,cod
212,1097,1133,47,4,20260117,da_giao,3,320000.0,960000.0,banking
216,1098,1006,12,1,20260117,da_giao,2,340000.0,680000.0,momo
218,1099,1131,68,6,20260117,da_giao,2,520000.0,1040000.0,momo
221,1100,1148,3,1,20260117,da_giao,1,1890000.0,1890000.0,cod
223,1101,1128,10,1,20260117,da_giao,1,1450000.0,1450000.0,banking
224,1102,1130,21,2,20260117,da_giao,3,780000.0,2340000.0,cod
226,1103,1143,74,6,20260117,dang_chuan_bi,1,480000.0,480000.0,cod
231,1104,1140,56,5,20260117,da_giao,2,580000.0,1160000.0,cod
234,1105,1148,78,6,20260117,da_giao,4,950000.0,3800000.0,cod
236,1106,1130,52,4,20260118,da_giao,4,580000.0,2320000.0,cod
238,1107,1135,66,5,20260118,dang_giao,3,190000.0,570000.0,cod
243,1108,1141,10,1,20260118,dang_chuan_bi,1,1450000.0,1450000.0,cod
246,1109,1139,9,1,20260118,da_giao,3,1680000.0,5040000.0,cod
247,1110,1139,67,6,20260119,dang_giao,2,420000.0,840000.0,momo
252,1111,1133,22,2,20260119,da_huy,4,620000.0,2480000.0,cod
254,1112,1135,51,4,20260119,dang_chuan_bi,1,650000.0,650000.0,banking
255,1113,1046,28,2,20260119,da_giao,3,720000.0,2160000.0,cod
259,1114,1130,34,3,20260119,da_giao,3,2800000.0,8400000.0,cod
260,1115,1143,64,5,20260119,da_giao,3,850000.0,2550000.0,banking
261,1116,1131,3,1,20260119,da_giao,4,1890000.0,7560000.0,cod
264,1117,1133,45,4,20260119,da_giao,2,480000.0,960000.0,cod
266,1118,1138,7,1,20260120,da_giao,4,890000.0,3560000.0,banking
268,1119,1149,33,3,20260120,da_giao,4,2450000.0,9800000.0,cod
270,1120,1058,33,3,20260120,da_giao,3,2450000.0,7350000.0,banking
272,1121,1141,62,5,20260120,da_giao,4,450000.0,1800000.0,cod
276,1122,1142,38,3,20260120,cho_xac_nhan,4,2300000.0,9200000.0,cod
277,1123,1146,7,1,20260120,da_giao,1,890000.0,890000.0,cod
280,1124,1148,2,1,20260121,da_giao,4,2890000.0,11560000.0,cod
285,1125,1148,13,1,20260121,da_giao,3,420000.0,1260000.0,banking
290,1126,1137,13,1,20260121,da_giao,2,420000.0,840000.0,cod
291,1127,1144,3,1,20260121,da_giao,2,1890000.0,3780000.0,banking
293,1128,1134,1,1,20260121,da_giao,1,1250000.0,1250000.0,banking
295,1129,1123,63,5,20260122,da_giao,4,750000.0,3000000.0,banking
300,1130,1140,10,1,20260122,da_giao,4,1450000.0,5800000.0,cod
302,1131,1137,24,2,20260122,dang_chuan_bi,1,950000.0,950000.0,cod
303,1132,1130,59,5,20260122,da_giao,3,890000.0,2670000.0,cod
305,1133,1128,57,5,20260122,dang_giao,2,320000.0,640000.0,cod
307,1134,1140,61,5,20260122,da_giao,1,780000.0,780000.0,banking
309,1135,1138,68,6,20260123,dang_chuan_bi,3,520000.0,1560000.0,banking
310,1136,1136,5,1,20260123,da_giao,4,480000.0,1920000.0,momo
315,1137,1131,25,2,20260123,dang_chuan_bi,3,1100000.0,3300000.0,momo
319,1138,1146,47,4,20260123,da_giao,2,320000.0,640000.0,momo
321,1139,1141,2,1,20260123,da_huy,1,2890000.0,2890000.0,banking
322,1140,1128,13,1,20260123,da_giao,3,420000.0,1260000.0,momo
324,1141,1146,12,1,20260124,da_giao,3,340000.0,1020000.0,banking
325,1142,1143,14,1,20260124,dang_giao,3,180000.0,540000.0,banking
329,1143,1137,25,2,20260124,da_giao,2,1100000.0,2200000.0,banking
331,1144,1131,9,1,20260124,da_giao,3,1680000.0,5040000.0,cod
333,1145,1136,15,1,20260124,dang_chuan_bi,2,320000.0,640000.0,momo
335,1146,1136,10,1,20260124,dang_chuan_bi,4,1450000.0,5800000.0,banking
339,1147,1145,30,2,20260124,da_giao,1,780000.0,780000.0,momo
340,1148,1136,36,3,20260125,da_giao,3,2100000.0,6300000.0,cod
342,1149,1130,1,1,20260125,da_giao,1,1250000.0,1250000.0,cod
343,1150,1145,25,2,20260125,da_giao,1,1100000.0,1100000.0,cod
344,1151,1120,9,1,20260125,da_giao,1,1680000.0,1680000.0,banking
345,1152,1131,18,1,20260126,dang_giao,3,350000.0,1050000.0,momo
347,1153,1145,68,6,20260126,da_giao,4,520000.0,2080000.0,banking
348,1154,1148,18,1,20260126,dang_chuan_bi,3,350000.0,1050000.0,banking
349,1155,1140,10,1,20260126,da_giao,4,1450000.0,5800000.0,banking
350,1156,1121,16,1,20260126,da_giao,2,210000.0,420000.0,momo
351,1157,1137,15,1,20260126,da_giao,3,320000.0,960000.0,banking
352,1158,1148,32,3,20260126,da_giao,1,3200000.0,3200000.0,banking
354,1159,1111,58,5,20260126,dang_chuan_bi,3,320000.0,960000.0,cod
357,1160,1149,25,2,20260126,dang_chuan_bi,4,1100000.0,4400000.0,banking
362,1161,1057,31,3,20260126,da_giao,3,4200000.0,12600000.0,cod
364,1162,1133,26,2,20260126,dang_giao,2,850000.0,1700000.0,banking
365,1163,1137,63,5,20260127,da_giao,3,750000.0,2250000.0,banking
369,1164,1143,10,1,20260127,cho_xac_nhan,1,1450000.0,1450000.0,banking
370,1165,1141,11,1,20260127,da_giao,1,230000.0,230000.0,cod
372,1166,1130,55,5,20260127,da_giao,3,620000.0,1860000.0,banking
374,1167,1134,4,1,20260127,da_giao,2,385000.0,770000.0,momo
376,1168,1144,29,2,20260127,da_giao,1,890000.0,890000.0,cod
379,1169,1147,19,2,20260128,dang_giao,3,1350000.0,4050000.0,cod
381,1170,1137,5,1,20260128,da_giao,4,480000.0,1920000.0,momo
383,1171,1131,63,5,20260129,cho_xac_nhan,4,750000.0,3000000.0,banking
385,1172,1145,27,2,20260129,da_giao,4,620000.0,2480000.0,momo
388,1173,1146,12,1,20260129,da_giao,3,340000.0,1020000.0,cod
389,1174,1128,53,4,20260129,da_giao,1,220000.0,220000.0,banking
391,1175,1146,60,5,20260129,da_giao,1,520000.0,520000.0,cod
393,1176,1147,12,1,20260129,dang_giao,2,340000.0,680000.0,momo
396,1177,1149,25,2,20260129,cho_xac_nhan,4,1100000.0,4400000.0,momo
401,1178,1136,1,1,20260129,da_giao,2,1250000.0,2500000.0,banking
402,1179,1149,9,1,20260129,dang_chuan_bi,4,1680000.0,6720000.0,cod
403,1180,1129,46,4,20260129,da_giao,2,680000.0,1360000.0,banking
407,1181,1119,1,1,20260130,da_giao,1,1250000.0,1250000.0,banking
409,1182,1133,12,1,20260130,da_giao,1,340000.0,340000.0,banking
411,1183,1128,46,4,20260130,da_huy,2,680000.0,1360000.0,cod
416,1184,1134,14,1,20260130,da_giao,2,180000.0,360000.0,cod
417,1185,1148,30,2,20260130,dang_chuan_bi,1,780000.0,780000.0,cod
419,1186,1139,7,1,20260130,cho_xac_nhan,3,890000.0,2670000.0,banking
424,1187,1131,47,4,20260130,da_giao,1,320000.0,320000.0,momo
426,1188,1112,32,3,20260130,dang_giao,3,3200000.0,9600000.0,banking
430,1189,1148,15,1,20260131,cho_xac_nhan,2,320000.0,640000.0,banking
432,1190,1138,8,1,20260131,da_giao,1,750000.0,750000.0,banking
435,1191,1138,12,1,20260131,da_giao,1,340000.0,340000.0,momo
438,1192,1103,14,1,20260131,da_giao,3,180000.0,540000.0,momo
439,1193,1147,3,1,20260131,dang_chuan_bi,4,1890000.0,7560000.0,cod
440,1194,1130,12,1,20260131,da_giao,3,340000.0,1020000.0,banking
445,1195,1116,32,3,20260131,da_giao,1,3200000.0,3200000.0,banking
447,1196,1147,3,1,20260131,da_giao,2,1890000.0,3780000.0,cod
452,1197,1136,69,6,20260201,cho_xac_nhan,3,320000.0,960000.0,cod
457,1198,1148,1,1,20260201,da_giao,4,1250000.0,5000000.0,cod
458,1199,1148,9,1,20260201,dang_chuan_bi,4,1680000.0,6720000.0,cod
460,1200,1102,62,5,20260201,dang_giao,1,450000.0,450000.0,cod
464,1201,1135,6,1,20260202,da_giao,2,1100000.0,2200000.0,cod
466,1202,1130,61,5,20260202,da_huy,4,780000.0,3120000.0,cod
468,1203,1128,9,1,20260202,da_giao,4,1680000.0,6720000.0,cod
471,1204,1140,8,1,20260202,dang_chuan_bi,4,750000.0,3000000.0,momo
472,1205,1143,4,1,20260202,dang_chuan_bi,2,385000.0,770000.0,cod
475,1206,1138,52,4,20260202,da_giao,3,580000.0,1740000.0,cod
480,1207,1120,14,1,20260202,dang_giao,1,180000.0,180000.0,momo
482,1208,1143,40,3,20260202,da_giao,4,2500000.0,10000000.0,cod
485,1209,1148,63,5,20260202,cho_xac_nhan,1,750000.0,750000.0,banking
490,1210,1131,4,1,20260203,da_giao,4,385000.0,1540000.0,cod
491,1211,1138,1,1,20260203,da_giao,3,1250000.0,3750000.0,banking
493,1212,1096,30,2,20260203,da_giao,4,780000.0,3120000.0,momo
494,1213,1142,2,1,20260203,dang_giao,3,2890000.0,8670000.0,banking
495,1214,1143,7,1,20260203,da_giao,1,890000.0,890000.0,cod
496,1215,1131,9,1,20260203,dang_chuan_bi,4,1680000.0,6720000.0,momo
498,1216,1130,45,4,20260203,da_giao,3,480000.0,1440000.0,cod
500,1217,1127,6,1,20260203,da_giao,3,1100000.0,3300000.0,cod
501,1218,1133,31,3,20260204,da_giao,2,4200000.0,8400000.0,momo
506,1219,1134,8,1,20260204,da_giao,4,750000.0,3000000.0,banking
509,1220,1143,14,1,20260204,dang_giao,2,180000.0,360000.0,cod
510,1221,1139,32,3,20260204,da_giao,3,3200000.0,9600000.0,cod
512,1222,1130,11,1,20260204,da_giao,4,230000.0,920000.0,banking
514,1223,1139,38,3,20260204,dang_chuan_bi,1,2300000.0,2300000.0,cod
515,1224,1145,9,1,20260205,da_giao,1,1680000.0,1680000.0,cod
517,1225,1146,51,4,20260205,da_giao,3,650000.0,1950000.0,cod
519,1226,1132,32,3,20260205,dang_giao,3,3200000.0,9600000.0,momo
524,1227,1130,52,4,20260205,dang_giao,4,580000.0,2320000.0,cod
525,1228,1147,2,1,20260205,da_giao,3,2890000.0,8670000.0,cod
527,1229,1140,40,3,20260206,da_giao,2,2500000.0,5000000.0,cod
529,1230,1148,12,1,20260206,da_giao,2,340000.0,680000.0,banking
531,1231,1139,55,5,20260206,cho_xac_nhan,3,620000.0,1860000.0,banking
536,1232,1138,3,1,20260206,da_giao,4,1890000.0,7560000.0,cod
541,1233,1143,28,2,20260206,dang_giao,1,720000.0,720000.0,banking
543,1234,1141,65,5,20260206,da_giao,2,280000.0,560000.0,momo
548,1235,1147,13,1,20260206,da_giao,3,420000.0,1260000.0,cod
549,1236,1136,41,3,20260206,dang_giao,2,3400000.0,6800000.0,cod
551,1237,1135,13,1,20260207,da_giao,4,420000.0,1680000.0,cod
553,1238,1078,4,1,20260207,da_giao,4,385000.0,1540000.0,banking
557,1239,1143,39,3,20260207,da_giao,2,2900000.0,5800000.0,banking
559,1240,1132,15,1,20260207,da_giao,2,320000.0,640000.0,banking
561,1241,1143,28,2,20260207,cho_xac_nhan,1,720000.0,720000.0,cod
562,1242,1146,11,1,20260207,dang_chuan_bi,3,230000.0,690000.0,cod
564,1243,1128,26,2,20260207,da_huy,1,850000.0,850000.0,momo
565,1244,1143,16,1,20260207,cho_xac_nhan,1,210000.0,210000.0,banking
567,1245,1139,67,6,20260207,da_giao,1,420000.0,420000.0,cod
569,1246,1147,52,4,20260208,da_giao,3,580000.0,1740000.0,banking
571,1247,1128,13,1,20260208,dang_chuan_bi,2,420000.0,840000.0,cod
573,1248,1124,11,1,20260208,da_giao,2,230000.0,460000.0,cod
574,1249,1075,45,4,20260208,da_giao,1,480000.0,480000.0,cod
575,1250,1129,5,1,20260208,da_giao,1,480000.0,480000.0,cod
579,1251,1129,62,5,20260208,da_giao,3,450000.0,1350000.0,cod
581,1252,1149,8,1,20260209,dang_giao,3,750000.0,2250000.0,cod
583,1253,1091,40,3,20260209,dang_giao,2,2500000.0,5000000.0,cod
585,1254,1113,46,4,20260209,da_giao,1,680000.0,680000.0,banking
586,1255,1139,54,4,20260209,da_huy,3,620000.0,1860000.0,cod
591,1256,1131,5,1,20260209,da_giao,3,480000.0,1440000.0,momo
594,1257,1131,65,5,20260210,dang_chuan_bi,4,280000.0,1120000.0,cod
595,1258,1145,4,1,20260210,dang_giao,4,385000.0,1540000.0,cod
597,1259,1141,43,4,20260210,da_giao,3,290000.0,870000.0,cod
600,1260,1135,3,1,20260210,da_giao,3,1890000.0,5670000.0,cod
605,1261,1142,48,4,20260210,da_giao,4,920000.0,3680000.0,cod
607,1262,1105,47,4,20260210,dang_chuan_bi,3,320000.0,960000.0,banking
612,1263,1139,54,4,20260210,da_giao,1,620000.0,620000.0,banking
613,1264,1020,24,2,20260211,da_giao,2,950000.0,1900000.0,cod
617,1265,1136,71,6,20260211,da_giao,1,185000.0,185000.0,momo
619,1266,1147,10,1,20260211,dang_giao,4,1450000.0,5800000.0,cod
622,1267,1137,39,3,20260211,da_huy,4,2900000.0,11600000.0,momo
624,1268,1131,73,6,20260211,da_giao,2,890000.0,1780000.0,banking
626,1269,1138,13,1,20260211,cho_xac_nhan,3,420000.0,1260000.0,cod
627,1270,1130,56,5,20260211,da_giao,3,580000.0,1740000.0,cod
628,1271,1141,44,4,20260212,da_giao,4,520000.0,2080000.0,cod
630,1272,1134,13,1,20260212,da_giao,4,420000.0,1680000.0,cod
632,1273,1004,56,5,20260212,da_giao,1,580000.0,580000.0,banking
633,1274,1072,11,1,20260212,da_giao,4,230000.0,920000.0,momo
634,1275,1144,2,1,20260212,dang_giao,3,2890000.0,8670000.0,cod
636,1276,1140,15,1,20260212,da_giao,4,320000.0,1280000.0,cod
640,1277,1023,61,5,20260212,da_giao,3,780000.0,2340000.0,banking
643,1278,1133,13,1,20260212,dang_giao,3,420000.0,1260000.0,banking
645,1279,1142,66,5,20260212,da_giao,3,190000.0,570000.0,momo
647,1280,1128,37,3,20260213,da_giao,1,3100000.0,3100000.0,banking
650,1281,1128,59,5,20260213,dang_chuan_bi,1,890000.0,890000.0,banking
651,1282,1149,7,1,20260213,da_giao,1,890000.0,890000.0,cod
653,1283,1097,36,3,20260214,dang_chuan_bi,2,2100000.0,4200000.0,cod
654,1284,1147,4,1,20260214,dang_giao,1,385000.0,385000.0,cod
656,1285,1143,22,2,20260214,da_giao,1,620000.0,620000.0,banking
657,1286,1131,59,5,20260214,da_giao,4,890000.0,3560000.0,cod
658,1287,1139,37,3,20260214,cho_xac_nhan,1,3100000.0,3100000.0,cod
660,1288,1141,52,4,20260215,da_giao,2,580000.0,1160000.0,banking
661,1289,1008,7,1,20260215,da_giao,1,890000.0,890000.0,cod
662,1290,1137,40,3,20260215,da_giao,2,2500000.0,5000000.0,cod
664,1291,1147,57,5,20260215,da_giao,3,320000.0,960000.0,momo
665,1292,1149,60,5,20260215,da_giao,2,520000.0,1040000.0,cod
666,1293,1098,1,1,20260215,da_giao,1,1250000.0,1250000.0,cod
667,1294,1148,50,4,20260215,da_giao,2,780000.0,1560000.0,banking
669,1295,1071,28,2,20260215,cho_xac_nhan,3,720000.0,2160000.0,banking
670,1296,1121,42,3,20260215,dang_chuan_bi,3,2600000.0,7800000.0,cod
671,1297,1139,27,2,20260215,cho_xac_nhan,2,620000.0,1240000.0,cod
675,1298,1094,9,1,20260215,da_giao,4,1680000.0,6720000.0,banking
677,1299,1147,11,1,20260215,da_giao,4,230000.0,920000.0,banking
680,1300,1146,3,1,20260215,da_giao,2,1890000.0,3780000.0,banking
685,1301,1140,11,1,20260215,dang_giao,1,230000.0,230000.0,momo
686,1302,1130,11,1,20260216,da_giao,4,230000.0,920000.0,cod
687,1303,1128,68,6,20260216,dang_chuan_bi,4,520000.0,2080000.0,cod
692,1304,1145,65,5,20260216,dang_giao,3,280000.0,840000.0,banking
695,1305,1142,12,1,20260216,da_giao,2,340000.0,680000.0,banking
697,1306,1136,24,2,20260216,da_giao,3,950000.0,2850000.0,momo
698,1307,1140,52,4,20260216,dang_chuan_bi,2,580000.0,1160000.0,banking
700,1308,1138,56,5,20260217,da_giao,1,580000.0,580000.0,banking
703,1309,1137,3,1,20260217,da_giao,3,1890000.0,5670000.0,cod
704,1310,1031,11,1,20260217,dang_giao,4,230000.0,920000.0,cod
706,1311,1111,31,3,20260217,da_giao,3,4200000.0,12600000.0,momo
708,1312,1128,51,4,20260217,da_giao,2,650000.0,1300000.0,banking
713,1313,1050,21,2,20260217,da_giao,4,780000.0,3120000.0,cod
717,1314,1141,11,1,20260217,cho_xac_nhan,4,230000.0,920000.0,banking
720,1315,1135,59,5,20260217,da_giao,4,890000.0,3560000.0,momo
723,1316,1140,6,1,20260217,cho_xac_nhan,3,1100000.0,3300000.0,cod
724,1317,1137,39,3,20260217,cho_xac_nhan,2,2900000.0,5800000.0,banking
725,1318,1132,59,5,20260217,da_huy,4,890000.0,3560000.0,cod
726,1319,1146,19,2,20260217,da_giao,1,1350000.0,1350000.0,banking
729,1320,1138,12,1,20260217,da_huy,2,340000.0,680000.0,banking
730,1321,1141,67,6,20260217,da_giao,1,420000.0,420000.0,cod
732,1322,1135,14,1,20260218,da_giao,1,180000.0,180000.0,banking
733,1323,1132,18,1,20260218,da_giao,1,350000.0,350000.0,cod
737,1324,1134,63,5,20260218,cho_xac_nhan,4,750000.0,3000000.0,momo
739,1325,1144,58,5,20260218,da_giao,2,320000.0,640000.0,cod
741,1326,1145,1,1,20260219,da_giao,2,1250000.0,2500000.0,cod
744,1327,1131,54,4,20260219,cho_xac_nhan,4,620000.0,2480000.0,momo
745,1328,1144,6,1,20260219,da_giao,1,1100000.0,1100000.0,cod
750,1329,1147,54,4,20260219,dang_giao,4,620000.0,2480000.0,banking
751,1330,1100,18,1,20260219,dang_giao,3,350000.0,1050000.0,banking
753,1331,1044,49,4,20260220,dang_giao,1,180000.0,180000.0,banking
758,1332,1128,61,5,20260220,da_giao,2,780000.0,1560000.0,cod
760,1333,1149,73,6,20260220,da_huy,1,890000.0,890000.0,banking
761,1334,1146,4,1,20260220,da_giao,4,385000.0,1540000.0,cod
766,1335,1148,3,1,20260220,dang_chuan_bi,2,1890000.0,3780000.0,momo
768,1336,1135,44,4,20260220,da_giao,1,520000.0,520000.0,cod
770,1337,1060,2,1,20260220,dang_chuan_bi,2,2890000.0,5780000.0,cod
773,1338,1134,60,5,20260220,da_giao,2,520000.0,1040000.0,cod
775,1339,1146,65,5,20260221,da_giao,4,280000.0,1120000.0,momo
776,1340,1128,15,1,20260221,da_giao,4,320000.0,1280000.0,banking
777,1341,1133,43,4,20260221,da_giao,1,290000.0,290000.0,cod
778,1342,1138,61,5,20260221,da_giao,1,780000.0,780000.0,momo
783,1343,1149,3,1,20260221,cho_xac_nhan,2,1890000.0,3780000.0,cod
784,1344,1148,4,1,20260221,cho_xac_nhan,4,385000.0,1540000.0,cod
788,1345,1129,8,1,20260221,da_giao,3,750000.0,2250000.0,banking
790,1346,1137,65,5,20260222,da_giao,3,280000.0,840000.0,momo
792,1347,1146,39,3,20260222,da_giao,1,2900000.0,2900000.0,cod
794,1348,1137,13,1,20260222,da_giao,3,420000.0,1260000.0,banking
796,1349,1103,3,1,20260222,da_giao,1,1890000.0,1890000.0,banking
798,1350,1133,53,4,20260222,da_giao,4,220000.0,880000.0,momo
799,1351,1130,4,1,20260222,dang_chuan_bi,1,385000.0,385000.0,cod
800,1352,1146,33,3,20260223,da_giao,4,2450000.0,9800000.0,cod
802,1353,1049,6,1,20260223,da_giao,2,1100000.0,2200000.0,cod
804,1354,1137,5,1,20260223,cho_xac_nhan,2,480000.0,960000.0,banking
806,1355,1119,27,2,20260223,da_giao,1,620000.0,620000.0,cod
809,1356,1131,49,4,20260223,da_giao,3,180000.0,540000.0,cod
810,1357,1128,59,5,20260223,da_giao,3,890000.0,2670000.0,momo
811,1358,1142,51,4,20260223,da_giao,3,650000.0,1950000.0,cod
813,1359,1039,8,1,20260224,da_giao,3,750000.0,2250000.0,banking
814,1360,1145,50,4,20260224,cho_xac_nhan,1,780000.0,780000.0,cod
817,1361,1130,56,5,20260224,da_giao,4,580000.0,2320000.0,momo
818,1362,1148,6,1,20260224,da_giao,2,1100000.0,2200000.0,cod
823,1363,1148,14,1,20260224,da_giao,4,180000.0,720000.0,cod
