order_id,customer_id,date_key,order_status,subtotal,shipping_fee,discount_amount,order_total,payment_method
1119,1149,20260120,da_giao,12000000.0,0.0,0.0,12000000.0,cod
1120,1058,20260120,da_giao,10650000.0,0.0,0.0,10650000.0,banking
1121,1141,20260120,da_giao,2570000.0,0.0,0.0,2570000.0,cod
1122,1142,20260120,cho_xac_nhan,12280000.0,0.0,0.0,12280000.0,cod
1123,1146,20260120,da_giao,890000.0,0.0,0.0,890000.0,cod
1124,1148,20260121,da_giao,14680000.0,0.0,0.0,14680000.0,cod
1125,1148,20260121,da_giao,8830000.0,0.0,0.0,8830000.0,banking
1126,1137,20260121,da_giao,11350000.0,0.0,50000.0,11300000.0,cod
1127,1144,20260121,da_giao,3780000.0,0.0,378000.0,3402000.0,banking
1128,1134,20260121,da_giao,2690000.0,0.0,0.0,2690000.0,banking
1129,1123,20260122,da_giao,8800000.0,0.0,0.0,8800000.0,banking
1130,1140,20260122,da_giao,9940000.0,0.0,0.0,9940000.0,cod
1131,1137,20260122,dang_chuan_bi,4250000.0,0.0,425000.0,3825000.0,cod
1132,1130,20260122,da_giao,2670000.0,0.0,0.0,2670000.0,cod
1133,1128,20260122,dang_giao,3140000.0,0.0,50000.0,3090000.0,cod
1134,1140,20260122,da_giao,1800000.0,0.0,0.0,1800000.0,banking
1135,1138,20260123,dang_chuan_bi,4960000.0,0.0,0.0,4960000.0,banking
1136,1136,20260123,da_giao,1920000.0,0.0,0.0,1920000.0,momo
1137,1131,20260123,dang_chuan_bi,11970000.0,0.0,50000.0,11920000.0,momo
1138,1146,20260123,da_giao,4220000.0,0.0,0.0,4220000.0,momo
1139,1141,20260123,da_huy,4340000.0,0.0,0.0,4340000.0,banking
1140,1128,20260123,da_giao,1260000.0,0.0,126000.0,1134000.0,momo
1141,1146,20260124,da_giao,4770000.0,0.0,0.0,4770000.0,banking
1142,1143,20260124,dang_giao,540000.0,0.0,0.0,540000.0,banking
1143,1137,20260124,da_giao,5675000.0,0.0,0.0,5675000.0,banking
1144,1131,20260124,da_giao,6320000.0,0.0,632000.0,5688000.0,cod
1145,1136,20260124,dang_chuan_bi,2320000.0,0.0,0.0,2320000.0,momo
1146,1136,20260124,dang_chuan_bi,6080000.0,0.0,0.0,6080000.0,banking
1147,1145,20260124,da_giao,4190000.0,0.0,419000.0,3771000.0,momo
1148,1136,20260125,da_giao,6300000.0,0.0,0.0,6300000.0,cod
1149,1130,20260125,da_giao,1970000.0,0.0,0.0,1970000.0,cod
1150,1145,20260125,da_giao,1100000.0,0.0,0.0,1100000.0,cod
1151,1120,20260125,da_giao,1680000.0,0.0,50000.0,1630000.0,banking
1152,1131,20260126,dang_giao,1050000.0,0.0,0.0,1050000.0,momo
1153,1145,20260126,da_giao,3320000.0,0.0,332000.0,2988000.0,banking
1154,1148,20260126,dang_chuan_bi,1050000.0,0.0,50000.0,1000000.0,banking
1155,1140,20260126,da_giao,5800000.0,0.0,0.0,5800000.0,banking
1156,1121,20260126,da_giao,420000.0,30000.0,0.0,450000.0,momo
1157,1137,20260126,da_giao,960000.0,0.0,0.0,960000.0,banking
1158,1148,20260126,da_giao,3200000.0,0.0,0.0,3200000.0,banking
1159,1111,20260126,dang_chuan_bi,1140000.0,0.0,0.0,1140000.0,cod
1160,1149,20260126,dang_chuan_bi,13160000.0,0.0,50000.0,13110000.0,banking
1161,1057,20260126,da_giao,26350000.0,0.0,0.0,26350000.0,cod
1162,1133,20260126,dang_giao,2020000.0,0.0,0.0,2020000.0,banking
1163,1137,20260127,da_giao,2250000.0,0.0,0.0,2250000.0,banking
1164,1143,20260127,cho_xac_nhan,5780000.0,0.0,0.0,5780000.0,banking
1165,1141,20260127,da_giao,230000.0,30000.0,0.0,260000.0,cod
1166,1130,20260127,da_giao,2640000.0,0.0,50000.0,2590000.0,banking
1167,1134,20260127,da_giao,980000.0,0.0,50000.0,930000.0,momo
1168,1144,20260127,da_giao,2670000.0,0.0,0.0,2670000.0,cod
1169,1147,20260128,dang_giao,5370000.0,0.0,0.0,5370000.0,cod
1170,1137,20260128,da_giao,2560000.0,0.0,0.0,2560000.0,momo
1171,1131,20260129,cho_xac_nhan,6200000.0,0.0,0.0,6200000.0,banking
1172,1145,20260129,da_giao,3520000.0,0.0,352000.0,3168000.0,momo
1173,1146,20260129,da_giao,15200000.0,0.0,0.0,15200000.0,cod
1174,1128,20260129,da_giao,220000.0,30000.0,50000.0,200000.0,banking
1175,1146,20260129,da_giao,5420000.0,0.0,0.0,5420000.0,cod
1176,1147,20260129,dang_giao,1960000.0,0.0,0.0,1960000.0,momo
1177,1149,20260129,cho_xac_nhan,6460000.0,0.0,0.0,6460000.0,momo
1178,1136,20260129,da_giao,8020000.0,0.0,0.0,8020000.0,banking
1179,1149,20260129,dang_chuan_bi,6720000.0,0.0,0.0,6720000.0,cod
1180,1129,20260129,da_giao,1360000.0,0.0,136000.0,1224000.0,banking
1181,1119,20260130,da_giao,22970000.0,0.0,2297000.0,20673000.0,banking
1182,1133,20260130,da_giao,820000.0,0.0,50000.0,770000.0,banking
1183,1128,20260130,da_huy,7030000.0,0.0,50000.0,6980000.0,cod
1184,1134,20260130,da_giao,11150000.0,0.0,0.0,11150000.0,cod
1185,1148,20260130,dang_chuan_bi,780000.0,0.0,50000.0,730000.0,cod
1186,1139,20260130,cho_xac_nhan,3090000.0,0.0,0.0,3090000.0,banking
1187,1131,20260130,da_giao,3880000.0,0.0,0.0,3880000.0,momo
1188,1112,20260130,dang_giao,12720000.0,0.0,1272000.0,11448000.0,banking
1189,1148,20260131,cho_xac_nhan,7960000.0,0.0,0.0,7960000.0,banking
1190,1138,20260131,da_giao,10050000.0,0.0,1005000.0,9045000.0,banking
1191,1138,20260131,da_giao,7390000.0,0.0,739000.0,6651000.0,momo
1192,1103,20260131,da_giao,10740000.0,0.0,0.0,10740000.0,momo
1193,1147,20260131,dang_chuan_bi,7560000.0,0.0,0.0,7560000.0,cod
1194,1130,20260131,da_giao,1020000.0,0.0,0.0,1020000.0,banking
1195,1116,20260131,da_giao,11310000.0,0.0,0.0,11310000.0,banking
1196,1147,20260131,da_giao,4560000.0,0.0,50000.0,4510000.0,cod
1197,1136,20260201,cho_xac_nhan,11700000.0,0.0,0.0,11700000.0,cod
1198,1148,20260201,da_giao,23450000.0,0.0,0.0,23450000.0,cod
1199,1148,20260201,dang_chuan_bi,6720000.0,0.0,0.0,6720000.0,cod
1200,1102,20260201,dang_giao,2770000.0,0.0,0.0,2770000.0,cod
1201,1135,20260202,da_giao,6780000.0,0.0,0.0,6780000.0,cod
1202,1130,20260202,da_huy,10470000.0,0.0,0.0,10470000.0,cod
1203,1128,20260202,da_giao,8080000.0,0.0,0.0,8080000.0,cod
1204,1140,20260202,dang_chuan_bi,7960000.0,0.0,0.0,7960000.0,momo
1205,1143,20260202,dang_chuan_bi,770000.0,0.0,0.0,770000.0,cod
1206,1138,20260202,da_giao,9640000.0,0.0,0.0,9640000.0,cod
1207,1120,20260202,dang_giao,14780000.0,0.0,0.0,14780000.0,momo
1208,1143,20260202,da_giao,10320000.0,0.0,0.0,10320000.0,cod
1209,1148,20260202,cho_xac_nhan,15660000.0,0.0,0.0,15660000.0,banking
1210,1131,20260203,da_giao,16740000.0,0.0,0.0,16740000.0,cod
1211,1138,20260203,da_giao,3750000.0,0.0,0.0,3750000.0,banking
1212,1096,20260203,da_giao,4370000.0,0.0,0.0,4370000.0,momo
1213,1142,20260203,dang_giao,8670000.0,0.0,867000.0,7803000.0,banking
1214,1143,20260203,da_giao,890000.0,0.0,0.0,890000.0,cod
1215,1131,20260203,dang_chuan_bi,6720000.0,0.0,0.0,6720000.0,momo
1216,1130,20260203,da_giao,1860000.0,0.0,50000.0,1810000.0,cod
1217,1127,20260203,da_giao,4020000.0,0.0,402000.0,3618000.0,cod
1218,1133,20260204,da_giao,8400000.0,0.0,50000.0,8350000.0,momo
1219,1134,20260204,da_giao,11470000.0,0.0,0.0,11470000.0,banking
1220,1143,20260204,dang_giao,2060000.0,0.0,0.0,2060000.0,cod
1221,1139,20260204,da_giao,9600000.0,0.0,0.0,9600000.0,cod
1222,1130,20260204,da_giao,12480000.0,0.0,0.0,12480000.0,banking
1223,1139,20260204,dang_chuan_bi,2980000.0,0.0,0.0,2980000.0,cod
1224,1145,20260205,da_giao,1680000.0,0.0,0.0,1680000.0,cod
1225,1146,20260205,da_giao,2990000.0,0.0,0.0,2990000.0,cod
1226,1132,20260205,dang_giao,9940000.0,0.0,0.0,9940000.0,momo
1227,1130,20260205,dang_giao,6930000.0,0.0,0.0,6930000.0,cod
1228,1147,20260205,da_giao,8670000.0,0.0,0.0,8670000.0,cod
1229,1140,20260206,da_giao,7890000.0,0.0,0.0,7890000.0,cod
1230,1148,20260206,da_giao,1240000.0,0.0,0.0,1240000.0,banking
1231,1139,20260206,cho_xac_nhan,2980000.0,0.0,50000.0,2930000.0,banking
1232,1138,20260206,da_giao,25115000.0,0.0,2511500.0,22603500.0,cod
1233,1143,20260206,dang_giao,6680000.0,0.0,50000.0,6630000.0,banking
1234,1141,20260206,da_giao,1020000.0,0.0,102000.0,918000.0,momo
1235,1147,20260206,da_giao,8495000.0,0.0,50000.0,8445000.0,cod
1236,1136,20260206,dang_giao,6800000.0,0.0,0.0,6800000.0,cod
1237,1135,20260207,da_giao,4180000.0,0.0,0.0,4180000.0,cod
1238,1078,20260207,da_giao,3400000.0,0.0,0.0,3400000.0,banking
1239,1143,20260207,da_giao,8520000.0,0.0,0.0,8520000.0,banking
1240,1132,20260207,da_giao,1320000.0,0.0,50000.0,1270000.0,banking
1241,1143,20260207,cho_xac_nhan,2620000.0,0.0,0.0,2620000.0,cod
1242,1146,20260207,dang_chuan_bi,690000.0,0.0,0.0,690000.0,cod
1243,1128,20260207,da_huy,2630000.0,0.0,263000.0,2367000.0,momo
1244,1143,20260207,cho_xac_nhan,210000.0,30000.0,50000.0,190000.0,banking
1245,1139,20260207,da_giao,7320000.0,0.0,0.0,7320000.0,cod
1246,1147,20260208,da_giao,2630000.0,0.0,0.0,2630000.0,banking
1247,1128,20260208,dang_chuan_bi,9240000.0,0.0,0.0,9240000.0,cod
1248,1124,20260208,da_giao,3460000.0,0.0,0.0,3460000.0,cod
1249,1075,20260208,da_giao,480000.0,30000.0,0.0,510000.0,cod
1250,1129,20260208,da_giao,480000.0,30000.0,0.0,510000.0,cod
1251,1129,20260208,da_giao,4190000.0,0.0,0.0,4190000.0,cod
1252,1149,20260209,dang_giao,7290000.0,0.0,0.0,7290000.0,cod
1253,1091,20260209,dang_giao,7040000.0,0.0,0.0,7040000.0,cod
1254,1113,20260209,da_giao,3350000.0,0.0,0.0,3350000.0,banking
1255,1139,20260209,da_huy,1860000.0,0.0,0.0,1860000.0,cod
1256,1131,20260209,da_giao,7290000.0,0.0,50000.0,7240000.0,momo
1257,1131,20260210,dang_chuan_bi,4560000.0,0.0,0.0,4560000.0,cod
1258,1145,20260210,dang_giao,1540000.0,0.0,0.0,1540000.0,cod
1259,1141,20260210,da_giao,1890000.0,0.0,0.0,1890000.0,cod
1260,1135,20260210,da_giao,10660000.0,0.0,50000.0,10610000.0,cod
1261,1142,20260210,da_giao,10560000.0,0.0,0.0,10560000.0,cod
1262,1105,20260210,dang_chuan_bi,2060000.0,0.0,0.0,2060000.0,banking
1263,1139,20260210,da_giao,4970000.0,0.0,0.0,4970000.0,banking
1264,1020,20260211,da_giao,1900000.0,0.0,0.0,1900000.0,cod
1265,1136,20260211,da_giao,5235000.0,0.0,523500.0,4711500.0,momo
1266,1147,20260211,dang_giao,7040000.0,0.0,0.0,7040000.0,cod
1267,1137,20260211,da_huy,18340000.0,0.0,0.0,18340000.0,momo
1268,1131,20260211,da_giao,2880000.0,0.0,0.0,2880000.0,banking
1269,1138,20260211,cho_xac_nhan,2360000.0,0.0,0.0,2360000.0,cod
1270,1130,20260211,da_giao,1740000.0,0.0,0.0,1740000.0,cod
1271,1141,20260212,da_giao,2080000.0,0.0,0.0,2080000.0,cod
1272,1134,20260212,da_giao,3130000.0,0.0,50000.0,3080000.0,cod
1273,1004,20260212,da_giao,1120000.0,0.0,50000.0,1070000.0,banking
1274,1072,20260212,da_giao,920000.0,0.0,0.0,920000.0,momo
1275,1144,20260212,dang_giao,8670000.0,0.0,0.0,8670000.0,cod
1276,1140,20260212,da_giao,3950000.0,0.0,0.0,3950000.0,cod
1277,1023,20260212,da_giao,6020000.0,0.0,602000.0,5418000.0,banking
1278,1133,20260212,dang_giao,16700000.0,0.0,0.0,16700000.0,banking
1279,1142,20260212,da_giao,750000.0,0.0,0.0,750000.0,momo
1280,1128,20260213,da_giao,6000000.0,0.0,0.0,6000000.0,banking
1281,1128,20260213,dang_chuan_bi,4170000.0,0.0,0.0,4170000.0,banking
1282,1149,20260213,da_giao,890000.0,0.0,50000.0,840000.0,cod
1283,1097,20260214,dang_chuan_bi,9870000.0,0.0,0.0,9870000.0,cod
1284,1147,20260214,dang_giao,385000.0,30000.0,0.0,415000.0,cod
1285,1143,20260214,da_giao,1340000.0,0.0,0.0,1340000.0,banking
1286,1131,20260214,da_giao,3560000.0,0.0,0.0,3560000.0,cod
1287,1139,20260214,cho_xac_nhan,3100000.0,0.0,0.0,3100000.0,cod
1288,1141,20260215,da_giao,2260000.0,0.0,0.0,2260000.0,banking
1289,1008,20260215,da_giao,890000.0,0.0,50000.0,840000.0,cod
1290,1137,20260215,da_giao,5000000.0,0.0,0.0,5000000.0,cod
1291,1147,20260215,da_giao,2200000.0,0.0,50000.0,2150000.0,momo
1292,1149,20260215,da_giao,1040000.0,0.0,0.0,1040000.0,cod
1293,1098,20260215,da_giao,1250000.0,0.0,0.0,1250000.0,cod
1294,1148,20260215,da_giao,1560000.0,0.0,0.0,1560000.0,banking
1295,1071,20260215,cho_xac_nhan,2840000.0,0.0,0.0,2840000.0,banking
1296,1121,20260215,dang_chuan_bi,7800000.0,0.0,0.0,7800000.0,cod
1297,1139,20260215,cho_xac_nhan,1240000.0,0.0,0.0,1240000.0,cod
1298,1094,20260215,da_giao,10360000.0,0.0,0.0,10360000.0,banking
1299,1147,20260215,da_giao,3590000.0,0.0,0.0,3590000.0,banking
1300,1146,20260215,da_giao,15480000.0,0.0,0.0,15480000.0,banking
1301,1140,20260215,dang_giao,3750000.0,0.0,0.0,3750000.0,momo
1302,1130,20260216,da_giao,920000.0,0.0,0.0,920000.0,cod
1303,1128,20260216,dang_chuan_bi,2080000.0,0.0,0.0,2080000.0,cod
1304,1145,20260216,dang_giao,10510000.0,0.0,50000.0,10460000.0,banking
1305,1142,20260216,da_giao,4780000.0,0.0,478000.0,4302000.0,banking
1306,1136,20260216,da_giao,3540000.0,0.0,50000.0,3490000.0,momo
1307,1140,20260216,dang_chuan_bi,1160000.0,0.0,50000.0,1110000.0,banking
1308,1138,20260217,da_giao,870000.0,0.0,0.0,870000.0,banking
1309,1137,20260217,da_giao,8270000.0,0.0,0.0,8270000.0,cod
1310,1031,20260217,dang_giao,920000.0,0.0,0.0,920000.0,cod
1311,1111,20260217,da_giao,12810000.0,0.0,1281000.0,11529000.0,momo
1312,1128,20260217,da_giao,1590000.0,0.0,0.0,1590000.0,banking
1313,1050,20260217,da_giao,12720000.0,0.0,0.0,12720000.0,cod
1314,1141,20260217,cho_xac_nhan,7040000.0,0.0,0.0,7040000.0,banking
1315,1135,20260217,da_giao,8120000.0,0.0,50000.0,8070000.0,momo
1316,1140,20260217,cho_xac_nhan,6100000.0,0.0,50000.0,6050000.0,cod
1317,1137,20260217,cho_xac_nhan,5800000.0,0.0,580000.0,5220000.0,banking
1318,1132,20260217,da_huy,3560000.0,0.0,0.0,3560000.0,cod
1319,1146,20260217,da_giao,1350000.0,0.0,0.0,1350000.0,banking
1320,1138,20260217,da_huy,3080000.0,0.0,0.0,3080000.0,banking
1321,1141,20260217,da_giao,420000.0,30000.0,0.0,450000.0,cod
1322,1135,20260218,da_giao,940000.0,0.0,0.0,940000.0,banking
1323,1132,20260218,da_giao,350000.0,30000.0,35000.0,345000.0,cod
1324,1134,20260218,cho_xac_nhan,7340000.0,0.0,0.0,7340000.0,momo
1325,1144,20260218,da_giao,2090000.0,0.0,0.0,2090000.0,cod
1326,1145,20260219,da_giao,3940000.0,0.0,0.0,3940000.0,cod
1327,1131,20260219,cho_xac_nhan,10350000.0,0.0,50000.0,10300000.0,momo
1328,1144,20260219,da_giao,1100000.0,0.0,0.0,1100000.0,cod
1329,1147,20260219,dang_giao,7300000.0,0.0,50000.0,7250000.0,banking
1330,1100,20260219,dang_giao,1050000.0,0.0,0.0,1050000.0,banking
1331,1044,20260220,dang_giao,1430000.0,0.0,0.0,1430000.0,banking
1332,1128,20260220,da_giao,12500000.0,0.0,0.0,12500000.0,cod
1333,1149,20260220,da_huy,3370000.0,0.0,337000.0,3033000.0,banking
1334,1146,20260220,da_giao,1540000.0,0.0,0.0,1540000.0,cod
1335,1148,20260220,dang_chuan_bi,16730000.0,0.0,50000.0,16680000.0,momo
1336,1135,20260220,da_giao,1400000.0,0.0,0.0,1400000.0,cod
1337,1060,20260220,dang_chuan_bi,6140000.0,0.0,0.0,6140000.0,cod
1338,1134,20260220,da_giao,4660000.0,0.0,0.0,4660000.0,cod
1339,1146,20260221,da_giao,1890000.0,0.0,50000.0,1840000.0,momo
1340,1128,20260221,da_giao,1280000.0,0.0,0.0,1280000.0,banking
1341,1133,20260221,da_giao,290000.0,30000.0,0.0,320000.0,cod
1342,1138,20260221,da_giao,780000.0,0.0,78000.0,702000.0,momo
1343,1149,20260221,cho_xac_nhan,19860000.0,0.0,50000.0,19810000.0,cod
1344,1148,20260221,cho_xac_nhan,1540000.0,0.0,0.0,1540000.0,cod
1345,1129,20260221,da_giao,9180000.0,0.0,0.0,9180000.0,banking
1346,1137,20260222,da_giao,6620000.0,0.0,0.0,6620000.0,momo
1347,1146,20260222,da_giao,13300000.0,0.0,0.0,13300000.0,cod
1348,1137,20260222,da_giao,1800000.0,0.0,50000.0,1750000.0,banking
1349,1103,20260222,da_giao,4790000.0,0.0,0.0,4790000.0,banking
1350,1133,20260222,da_giao,5480000.0,0.0,0.0,5480000.0,momo
1351,1130,20260222,dang_chuan_bi,385000.0,30000.0,50000.0,365000.0,cod
1352,1146,20260223,da_giao,9800000.0,0.0,0.0,9800000.0,cod
1353,1049,20260223,da_giao,2585000.0,0.0,0.0,2585000.0,cod
