payment_id,order_id,date_key,payment_amount,payment_method,payment_status,reconciliation_status,payment_time
1066,1066,20260112,530000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-12 12:32:09
1067,1067,20260112,2700000.0,banking,da_thanh_toan,KHOP,2026-01-12 14:30:28
1068,1068,20260112,8400000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-12 20:00:48
1069,1069,20260112,1860000.0,momo,da_thanh_toan,SAI_LECH,2026-01-12 23:32:45
1070,1070,20260113,3580000.0,banking,that_bai,KHOP,2026-01-13 00:17:08
1071,1071,20260113,3078000.0,momo,da_thanh_toan,KHOP,2026-01-13 09:13:29
1072,1072,20260113,5814000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-13 10:25:54
1073,1073,20260113,2150000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-13 18:36:01
1074,1074,20260113,510000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-13 19:13:57
1075,1075,20260113,1900000.0,banking,chua_thanh_toan,SAI_LECH,2026-01-13 22:38:42
1076,1076,20260114,710000.0,banking,da_thanh_toan,KHOP,2026-01-14 04:56:57
1077,1077,20260114,850000.0,banking,da_thanh_toan,KHOP,2026-01-14 06:27:34
1078,1078,20260114,3924000.0,momo,da_thanh_toan,KHOP,2026-01-14 13:27:36
1079,1079,20260114,7580000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-14 14:08:46
1080,1080,20260114,4030000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-14 16:06:31
1081,1081,20260114,12400000.0,banking,da_thanh_toan,KHOP,2026-01-14 15:50:22
1082,1082,20260114,25530000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-14 21:59:33
1083,1083,20260115,7180000.0,momo,da_thanh_toan,CHO_XU_LY,2026-01-15 04:20:32
1084,1084,20260115,1870000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-15 07:25:34
1085,1085,20260115,15420000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-15 10:39:13
1086,1086,20260115,17560000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-15 12:35:39
1087,1087,20260115,870000.0,cod,that_bai,CHO_XU_LY,2026-01-15 16:02:05
1088,1088,20260115,1400000.0,banking,da_thanh_toan,KHOP,2026-01-15 20:57:08
1089,1089,20260116,6320000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-16 03:51:16
1090,1090,20260116,7110000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-16 06:51:30
1091,1091,20260116,1155000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-16 09:20:36
1092,1092,20260116,10900000.0,banking,da_thanh_toan,KHOP,2026-01-16 09:12:30
1093,1093,20260116,910000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-16 09:24:45
1094,1094,20260116,17510000.0,banking,da_thanh_toan,KHOP,2026-01-16 16:26:38
1095,1095,20260116,3600000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-16 21:41:33
1096,1096,20260116,10458000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-16 23:45:37
1097,1097,20260117,960000.0,banking,da_thanh_toan,KHOP,2026-01-17 00:49:38
1098,1098,20260117,4500000.0,momo,da_thanh_toan,KHOP,2026-01-17 04:25:28
1099,1099,20260117,1880000.0,momo,da_thanh_toan,KHOP,2026-01-17 10:23:32
1100,1100,20260117,12528000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-17 11:23:00
1101,1101,20260117,2106000.0,banking,hoan_tien,KHOP,2026-01-17 13:14:42
1102,1102,20260117,2340000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-17 14:26:27
1103,1103,20260117,850000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-17 15:56:49
1104,1104,20260117,14850000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-17 15:56:17
1105,1105,20260117,13880000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-17 23:42:13
1106,1106,20260118,6100000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-18 00:37:04
1107,1107,20260118,2250000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-18 05:17:23
1108,1108,20260118,6925500.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-18 07:24:50
1109,1109,20260118,10090000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-18 22:46:02
1110,1110,20260119,840000.0,momo,da_thanh_toan,KHOP,2026-01-19 01:41:20
1111,1111,20260119,5040000.0,cod,that_bai,CHO_XU_LY,2026-01-19 04:05:49
1112,1112,20260119,3195000.0,banking,chua_thanh_toan,KHOP,2026-01-19 10:02:02
1113,1113,20260119,2160000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-19 15:13:54
1114,1114,20260119,18930000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-19 15:12:34
1115,1115,20260119,2550000.0,banking,da_thanh_toan,KHOP,2026-01-19 18:29:08
1116,1116,20260120,7560000.0,cod,hoan_tien,CHO_XU_LY,2026-01-20 00:03:25
1117,1117,20260119,10449000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-19 22:44:15
1118,1118,20260120,16160000.0,banking,da_thanh_toan,CHO_XU_LY,2026-01-20 02:34:44
1119,1119,20260120,12000000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-20 06:10:07
1120,1120,20260120,10650000.0,banking,da_thanh_toan,KHOP,2026-01-20 12:42:32
1121,1121,20260120,2570000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-20 14:01:37
1122,1122,20260120,12280000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-20 21:15:13
1123,1123,20260120,890000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-20 23:34:13
1124,1124,20260121,14680000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-21 08:26:47
1125,1125,20260121,8830000.0,banking,da_thanh_toan,KHOP,2026-01-21 09:59:16
1126,1126,20260121,11300000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-21 15:31:53
1127,1127,20260121,3402000.0,banking,da_thanh_toan,KHOP,2026-01-21 19:35:06
1128,1128,20260121,2690000.0,banking,da_thanh_toan,KHOP,2026-01-21 21:02:43
1129,1129,20260122,8800000.0,banking,da_thanh_toan,KHOP,2026-01-22 08:25:58
1130,1130,20260122,9940000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-22 08:55:22
1131,1131,20260122,3825000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-22 09:08:09
1132,1132,20260122,2670000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-22 10:49:32
1133,1133,20260122,3090000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-22 15:25:56
1134,1134,20260122,1800000.0,banking,da_thanh_toan,KHOP,2026-01-22 17:57:35
1135,1135,20260123,4960000.0,banking,da_thanh_toan,KHOP,2026-01-23 10:19:07
1136,1136,20260123,1920000.0,momo,da_thanh_toan,KHOP,2026-01-23 09:17:02
1137,1137,20260123,11920000.0,momo,chua_thanh_toan,KHOP,2026-01-23 10:33:27
1138,1138,20260123,4220000.0,momo,da_thanh_toan,KHOP,2026-01-23 13:17:26
1139,1139,20260123,4340000.0,banking,chua_thanh_toan,CHO_XU_LY,2026-01-23 17:30:43
1140,1140,20260123,1134000.0,momo,da_thanh_toan,KHOP,2026-01-23 20:19:41
1141,1141,20260124,4770000.0,banking,da_thanh_toan,KHOP,2026-01-24 04:07:31
1142,1142,20260124,540000.0,banking,da_thanh_toan,KHOP,2026-01-24 04:55:25
1143,1143,20260124,5675000.0,banking,da_thanh_toan,KHOP,2026-01-24 10:10:20
1144,1144,20260124,5688000.0,cod,hoan_tien,CHO_XU_LY,2026-01-24 17:19:03
1145,1145,20260124,2320000.0,momo,chua_thanh_toan,KHOP,2026-01-24 19:27:55
1146,1146,20260124,6080000.0,banking,da_thanh_toan,KHOP,2026-01-24 23:04:17
1147,1147,20260125,3771000.0,momo,da_thanh_toan,KHOP,2026-01-25 00:45:50
1148,1148,20260125,6300000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-25 02:56:15
1149,1149,20260125,1970000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-25 05:58:51
1150,1150,20260125,1100000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-25 07:00:40
1151,1151,20260125,1630000.0,banking,da_thanh_toan,KHOP,2026-01-25 22:00:45
1152,1152,20260126,1050000.0,momo,da_thanh_toan,KHOP,2026-01-26 02:23:22
1153,1153,20260126,2988000.0,banking,da_thanh_toan,KHOP,2026-01-26 03:13:57
1154,1154,20260126,1000000.0,banking,da_thanh_toan,KHOP,2026-01-26 03:53:54
1155,1155,20260126,5800000.0,banking,da_thanh_toan,KHOP,2026-01-26 05:45:13
1156,1156,20260126,450000.0,momo,da_thanh_toan,KHOP,2026-01-26 10:08:04
1157,1157,20260126,960000.0,banking,da_thanh_toan,KHOP,2026-01-26 10:58:47
1158,1158,20260126,3200000.0,banking,da_thanh_toan,KHOP,2026-01-26 10:26:57
1159,1159,20260126,1140000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-26 15:49:48
1160,1160,20260126,13110000.0,banking,da_thanh_toan,KHOP,2026-01-26 18:03:20
1161,1161,20260126,26350000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-26 22:22:14
1162,1162,20260126,2020000.0,banking,da_thanh_toan,CHO_XU_LY,2026-01-26 22:55:45
1163,1163,20260127,2250000.0,banking,da_thanh_toan,CHO_XU_LY,2026-01-27 02:27:24
1164,1164,20260127,5780000.0,banking,chua_thanh_toan,KHOP,2026-01-27 02:54:18
1165,1165,20260127,260000.0,cod,hoan_tien,CHO_XU_LY,2026-01-27 08:46:31
1166,1166,20260127,2590000.0,banking,da_thanh_toan,KHOP,2026-01-27 12:06:43
1167,1167,20260127,930000.0,momo,da_thanh_toan,CHO_XU_LY,2026-01-27 15:32:30
1168,1168,20260127,2670000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-27 22:21:50
1169,1169,20260128,5370000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-28 02:00:16
1170,1170,20260128,2560000.0,momo,da_thanh_toan,KHOP,2026-01-28 04:00:11
1171,1171,20260129,6200000.0,banking,da_thanh_toan,SAI_LECH,2026-01-29 06:51:03
1172,1172,20260129,3168000.0,momo,da_thanh_toan,KHOP,2026-01-29 09:19:55
1173,1173,20260129,15200000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-29 09:46:21
1174,1174,20260129,200000.0,banking,da_thanh_toan,SAI_LECH,2026-01-29 10:30:24
1175,1175,20260129,5420000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-29 11:07:11
1176,1176,20260129,1960000.0,momo,da_thanh_toan,KHOP,2026-01-29 14:10:52
1177,1177,20260129,6460000.0,momo,da_thanh_toan,KHOP,2026-01-29 17:54:55
1178,1178,20260129,8020000.0,banking,da_thanh_toan,KHOP,2026-01-29 20:53:55
1179,1179,20260129,6720000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-29 23:15:22
1180,1180,20260129,1224000.0,banking,da_thanh_toan,KHOP,2026-01-29 22:52:56
1181,1181,20260130,20673000.0,banking,da_thanh_toan,KHOP,2026-01-30 03:25:59
1182,1182,20260130,770000.0,banking,da_thanh_toan,KHOP,2026-01-30 06:34:27
1183,1183,20260130,6980000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-30 06:46:56
1184,1184,20260130,11150000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-30 07:24:07
1185,1185,20260130,730000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-30 09:47:22
1186,1186,20260130,3090000.0,banking,da_thanh_toan,KHOP,2026-01-30 10:00:07
1187,1187,20260130,3880000.0,momo,da_thanh_toan,KHOP,2026-01-30 13:42:52
1188,1188,20260130,11448000.0,banking,da_thanh_toan,KHOP,2026-01-30 15:01:39
1189,1189,20260131,7960000.0,banking,chua_thanh_toan,KHOP,2026-01-31 05:57:51
1190,1190,20260131,9045000.0,banking,da_thanh_toan,KHOP,2026-01-31 08:18:24
1191,1191,20260131,6651000.0,momo,da_thanh_toan,KHOP,2026-01-31 09:07:57
1192,1192,20260131,10740000.0,momo,da_thanh_toan,KHOP,2026-01-31 09:30:29
1193,1193,20260131,7560000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-01-31 13:58:06
1194,1194,20260131,1020000.0,banking,da_thanh_toan,KHOP,2026-01-31 18:57:15
1195,1195,20260131,11310000.0,banking,da_thanh_toan,KHOP,2026-01-31 19:11:47
1196,1196,20260131,4510000.0,cod,da_thanh_toan,CHO_XU_LY,2026-01-31 19:17:15
1197,1197,20260201,11700000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-01 01:43:54
1198,1198,20260201,23450000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-01 07:26:27
1199,1199,20260201,6720000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-01 19:54:25
1200,1200,20260201,2770000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-01 21:12:12
1201,1201,20260202,6780000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-02 03:38:39
1202,1202,20260202,10470000.0,cod,that_bai,CHO_XU_LY,2026-02-02 05:12:04
1203,1203,20260202,8080000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-02 07:19:54
1204,1204,20260202,7960000.0,momo,da_thanh_toan,KHOP,2026-02-02 08:24:14
1205,1205,20260202,770000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-02 10:42:04
1206,1206,20260202,9640000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-02 12:25:43
1207,1207,20260202,14780000.0,momo,da_thanh_toan,KHOP,2026-02-02 15:05:02
1208,1208,20260202,10320000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-02 17:39:10
1209,1209,20260202,15660000.0,banking,chua_thanh_toan,KHOP,2026-02-02 20:42:56
1210,1210,20260203,16740000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-03 02:02:26
1211,1211,20260203,3750000.0,banking,da_thanh_toan,KHOP,2026-02-03 03:01:42
1212,1212,20260203,4370000.0,momo,da_thanh_toan,KHOP,2026-02-03 07:46:59
1213,1213,20260203,7803000.0,banking,da_thanh_toan,CHO_XU_LY,2026-02-03 09:59:24
1214,1214,20260203,890000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-03 12:22:26
1215,1215,20260203,6720000.0,momo,da_thanh_toan,KHOP,2026-02-03 12:00:27
1216,1216,20260203,1810000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-03 15:08:55
1217,1217,20260204,3618000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-04 00:05:47
1218,1218,20260204,8350000.0,momo,hoan_tien,KHOP,2026-02-04 02:26:09
1219,1219,20260204,11470000.0,banking,da_thanh_toan,KHOP,2026-02-04 02:23:39
1220,1220,20260204,2060000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-04 07:00:54
1221,1221,20260204,9600000.0,cod,hoan_tien,CHO_XU_LY,2026-02-04 15:16:32
1222,1222,20260204,12480000.0,banking,hoan_tien,KHOP,2026-02-04 18:24:40
1223,1223,20260204,2980000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-04 23:23:28
1224,1224,20260205,1680000.0,cod,hoan_tien,CHO_XU_LY,2026-02-05 02:27:03
1225,1225,20260205,2990000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-05 08:11:12
1226,1226,20260205,9940000.0,momo,da_thanh_toan,KHOP,2026-02-05 09:58:59
1227,1227,20260205,6930000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-05 11:12:34
1228,1228,20260205,8670000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-05 15:12:36
1229,1229,20260206,7890000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-06 00:57:48
1230,1230,20260206,1240000.0,banking,da_thanh_toan,KHOP,2026-02-06 03:59:27
1231,1231,20260206,2930000.0,banking,da_thanh_toan,KHOP,2026-02-06 05:36:43
1232,1232,20260206,22603500.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-06 07:05:01
1233,1233,20260206,6630000.0,banking,da_thanh_toan,KHOP,2026-02-06 11:07:50
1234,1234,20260206,918000.0,momo,hoan_tien,KHOP,2026-02-06 13:26:10
1235,1235,20260206,8445000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-06 22:43:49
1236,1236,20260206,6800000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-06 22:55:04
1237,1237,20260207,4180000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-07 03:34:15
1238,1238,20260207,3400000.0,banking,da_thanh_toan,KHOP,2026-02-07 04:51:29
1239,1239,20260207,8520000.0,banking,da_thanh_toan,KHOP,2026-02-07 15:00:06
1240,1240,20260207,1270000.0,banking,hoan_tien,KHOP,2026-02-07 14:38:48
1241,1241,20260207,2620000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-07 15:38:00
1242,1242,20260207,690000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-07 22:19:22
1243,1243,20260207,2367000.0,momo,hoan_tien,KHOP,2026-02-07 22:42:07
1244,1244,20260208,190000.0,banking,da_thanh_toan,KHOP,2026-02-08 00:15:05
1245,1245,20260207,7320000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-07 23:56:04
1246,1246,20260208,2630000.0,banking,da_thanh_toan,KHOP,2026-02-08 06:05:36
1247,1247,20260208,9240000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-08 10:32:10
1248,1248,20260208,3460000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-08 14:14:48
1249,1249,20260208,510000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-08 14:58:31
1250,1250,20260208,510000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-08 19:23:16
1251,1251,20260208,4190000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-08 21:47:06
1252,1252,20260209,7290000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-09 00:58:14
1253,1253,20260209,7040000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-09 07:33:11
1254,1254,20260209,3350000.0,banking,da_thanh_toan,KHOP,2026-02-09 06:43:57
1255,1255,20260209,1860000.0,cod,that_bai,CHO_XU_LY,2026-02-09 08:42:47
1256,1256,20260209,7240000.0,momo,da_thanh_toan,KHOP,2026-02-09 14:27:13
1257,1257,20260210,4560000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-10 02:26:11
1258,1258,20260210,1540000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-10 04:23:42
1259,1259,20260210,1890000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-10 04:30:00
1260,1260,20260210,10610000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-10 07:38:10
1261,1261,20260210,10560000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-10 08:31:48
1262,1262,20260210,2060000.0,banking,chua_thanh_toan,KHOP,2026-02-10 10:01:42
1263,1263,20260210,4970000.0,banking,da_thanh_toan,KHOP,2026-02-10 13:57:44
1264,1264,20260211,1900000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-11 10:44:22
1265,1265,20260211,4711500.0,momo,hoan_tien,KHOP,2026-02-11 11:58:51
1266,1266,20260211,7040000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-11 12:07:14
1267,1267,20260211,18340000.0,momo,chua_thanh_toan,KHOP,2026-02-11 12:53:06
1268,1268,20260211,2880000.0,banking,da_thanh_toan,KHOP,2026-02-11 18:32:53
1269,1269,20260211,2360000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-11 20:02:53
1270,1270,20260211,1740000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-11 21:33:50
1271,1271,20260212,2080000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-12 02:29:49
1272,1272,20260212,3080000.0,cod,hoan_tien,CHO_XU_LY,2026-02-12 05:23:47
1273,1273,20260212,1070000.0,banking,da_thanh_toan,KHOP,2026-02-12 05:23:35
1274,1274,20260212,920000.0,momo,da_thanh_toan,KHOP,2026-02-12 09:11:49
1275,1275,20260212,8670000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-12 11:06:38
1276,1276,20260212,3950000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-12 12:58:51
1277,1277,20260212,5418000.0,banking,da_thanh_toan,SAI_LECH,2026-02-12 19:00:40
1278,1278,20260212,16700000.0,banking,da_thanh_toan,CHO_XU_LY,2026-02-12 20:59:47
1279,1279,20260212,750000.0,momo,da_thanh_toan,KHOP,2026-02-12 22:00:45
1280,1280,20260213,6000000.0,banking,da_thanh_toan,KHOP,2026-02-13 08:44:13
1281,1281,20260213,4170000.0,banking,da_thanh_toan,KHOP,2026-02-13 20:47:53
1282,1282,20260213,840000.0,cod,da_thanh_toan,CHO_XU_LY,2026-02-13 20:24:32
1283,1283,20260214,9870000.0,cod,chua_thanh_toan,CHO_XU_LY,2026-02-14 01:56:09
